in_time,out_time,duration,parked,people_in_car,visited_jordan_pond,visited_jordan_pond_house,visited_other_trails,weather
2026-06-17T13:18:19,2026-06-17T15:15:41,117,true,2,false,false,false,Sunny
2026-06-17T06:57:07,2026-06-17T08:51:00,113,true,2,false,false,false,Sunny
2026-06-17T10:32:05,2026-06-17T10:59:40,27,true,3,false,false,false,Sunny
2026-06-17T11:29:21,2026-06-17T14:37:29,188,true,2,false,false,false,Sunny
2026-06-17T06:59:22,2026-06-17T11:51:08,291,true,1,false,false,false,Sunny
2026-06-17T12:03:21,2026-06-17T12:19:03,15,false,2,false,false,false,Sunny
2026-06-17T12:39:56,2026-06-17T12:47:37,7,false,2,false,false,false,Sunny
2026-06-17T12:59:17,2026-06-17T15:06:13,126,true,2,false,false,false,Sunny
2026-06-17T15:18:44,2026-06-17T15:23:00,4,false,4,false,false,false,Sunny
2026-06-17T06:59:54,2026-06-17T08:41:00,101,true,3,false,false,false,Sunny
2026-06-17T11:18:48,2026-06-17T11:36:50,18,false,3,false,false,false,Sunny
2026-06-17T12:14:50,2026-06-17T12:32:36,17,false,2,false,false,false,Sunny
2026-06-17T12:37:22,2026-06-17T12:44:48,7,false,2,false,false,false,Sunny
2026-06-17T12:49:34,2026-06-17T13:36:34,47,false,2,false,false,false,Sunny
2026-06-17T13:47:53,2026-06-17T13:53:29,5,false,3,false,false,false,Sunny
2026-06-17T07:00:08,2026-06-17T12:05:50,305,true,4,false,false,false,Sunny
2026-06-17T12:13:54,2026-06-17T12:16:43,2,false,3,false,false,false,Sunny
2026-06-17T13:27:54,2026-06-17T13:34:10,6,false,2,false,false,false,Sunny
2026-06-17T13:50:46,2026-06-17T13:57:07,6,false,4,false,false,false,Sunny
2026-06-17T07:00:45,2026-06-17T08:53:00,112,true,2,false,false,false,Sunny
2026-06-17T07:07:00,2026-06-17T08:56:00,109,true,2,false,false,false,Sunny
2026-06-17T07:08:00,2026-06-17T08:57:00,109,true,2,false,false,false,Sunny
2026-06-17T10:30:02,2026-06-17T10:36:31,6,false,3,false,false,false,Sunny
2026-06-17T10:41:24,2026-06-17T10:45:09,3,false,2,false,false,false,Sunny
2026-06-17T11:42:17,2026-06-17T12:22:29,40,true,2,false,false,false,Sunny
2026-06-17T07:10:00,2026-06-17T09:43:00,153,true,4,false,false,false,Sunny
2026-06-17T10:07:25,2026-06-17T10:18:02,10,false,1,false,false,false,Sunny
2026-06-17T11:10:31,2026-06-17T12:28:06,77,true,4,false,false,false,Sunny
2026-06-17T12:29:03,2026-06-17T15:54:14,205,true,1,false,false,false,Sunny
2026-06-17T07:12:00,2026-06-17T11:00:04,228,true,1,false,false,false,Sunny
2026-06-17T11:30:54,2026-06-17T11:48:47,17,false,3,false,false,false,Sunny
2026-06-17T12:05:51,2026-06-17T12:21:28,15,false,2,false,false,false,Sunny
2026-06-17T13:32:47,2026-06-17T13:47:10,14,false,2,false,false,false,Sunny
2026-06-17T07:13:00,2026-06-17T12:24:53,311,true,1,false,false,false,Sunny
2026-06-17T12:32:08,2026-06-17T13:05:16,33,true,2,false,false,false,Sunny
2026-06-17T07:14:00,2026-06-17T11:49:13,275,true,2,false,false,false,Sunny
2026-06-17T12:05:17,2026-06-17T12:20:26,15,false,4,false,false,false,Sunny
2026-06-17T12:33:59,2026-06-17T14:23:25,109,true,2,false,false,false,Sunny
2026-06-17T14:31:04,2026-06-17T14:35:39,4,true,3,false,false,false,Sunny
2026-06-17T14:37:58,2026-06-17T14:51:43,13,false,2,false,false,false,Sunny
2026-06-17T07:14:00,2026-06-17T11:46:59,272,true,2,false,false,false,Sunny
2026-06-17T12:06:54,2026-06-17T12:12:20,5,false,2,false,false,false,Sunny
2026-06-17T07:15:00,2026-06-17T12:14:15,299,true,4,false,false,false,Sunny
2026-06-17T13:36:45,2026-06-17T13:54:37,17,false,2,false,false,false,Sunny
2026-06-17T07:21:00,2026-06-17T09:36:00,135,true,2,false,false,false,Sunny
2026-06-17T10:01:39,2026-06-17T12:20:08,138,true,2,false,false,false,Sunny
2026-06-17T07:21:00,2026-06-17T11:43:38,262,true,2,false,false,false,Sunny
2026-06-17T12:08:03,2026-06-17T12:21:48,13,false,4,false,false,false,Sunny
2026-06-17T12:33:24,2026-06-17T12:44:07,10,false,2,false,false,false,Sunny
2026-06-17T12:50:05,2026-06-17T14:13:11,83,true,2,false,false,false,Sunny
2026-06-17T07:22:00,2026-06-17T12:06:37,284,true,2,false,false,false,Sunny
2026-06-17T12:12:40,2026-06-17T12:31:59,19,false,1,false,false,false,Sunny
2026-06-17T12:38:22,2026-06-17T12:45:57,7,false,3,false,false,false,Sunny
2026-06-17T12:48:40,2026-06-17T12:59:57,11,false,2,false,false,false,Sunny
2026-06-17T13:06:48,2026-06-17T13:31:30,24,true,2,false,false,false,Sunny
2026-06-17T14:20:33,2026-06-17T14:29:37,9,false,2,false,false,false,Sunny
2026-06-17T14:35:03,2026-06-17T14:43:52,8,false,2,false,false,false,Sunny
2026-06-17T14:46:53,2026-06-17T14:54:02,7,false,2,false,false,false,Sunny
2026-06-17T15:01:21,2026-06-17T15:04:45,3,false,2,false,false,false,Sunny
2026-06-17T15:15:57,2026-06-17T15:34:44,18,true,2,false,false,false,Sunny
2026-06-17T07:22:00,2026-06-17T10:13:10,171,true,3,false,false,false,Sunny
2026-06-17T10:19:34,2026-06-17T12:23:23,123,false,2,false,false,false,Sunny
2026-06-17T07:25:00,2026-06-17T12:28:51,303,true,2,false,false,false,Sunny
2026-06-17T12:38:49,2026-06-17T12:46:22,7,false,2,false,false,false,Sunny
2026-06-17T10:33:33,2026-06-17T14:23:10,229,true,1,false,false,false,Sunny
2026-06-17T07:26:00,2026-06-17T10:16:32,170,true,4,false,false,false,Sunny
2026-06-17T11:01:32,2026-06-17T11:18:59,17,false,3,false,false,false,Sunny
2026-06-17T11:57:45,2026-06-17T13:35:59,98,false,2,false,false,false,Sunny
2026-06-17T13:54:45,2026-06-17T13:59:52,5,false,3,false,false,false,Sunny
2026-06-17T07:27:00,2026-06-17T11:40:27,253,true,2,false,false,false,Sunny
2026-06-17T07:27:00,2026-06-17T08:50:00,83,true,2,false,false,false,Sunny
2026-06-17T10:27:08,2026-06-17T10:33:21,6,false,4,false,false,false,Sunny
2026-06-17T10:45:02,2026-06-17T10:54:59,9,false,3,false,false,false,Sunny
2026-06-17T11:33:06,2026-06-17T14:14:53,161,true,3,false,false,false,Sunny
2026-06-17T07:30:00,2026-06-17T12:07:54,277,true,2,false,false,false,Sunny
2026-06-17T12:11:39,2026-06-17T12:23:00,11,false,1,false,false,false,Sunny
2026-06-17T12:33:12,2026-06-17T12:43:28,10,false,2,false,false,false,Sunny
2026-06-17T12:50:33,2026-06-17T13:37:15,46,true,2,false,false,false,Sunny
2026-06-17T13:46:12,2026-06-17T13:53:15,7,false,2,false,false,false,Sunny
2026-06-17T15:38:42,2026-06-17T15:46:47,8,false,1,false,false,false,Sunny
2026-06-17T10:32:31,2026-06-17T10:44:43,12,true,1,false,false,false,Sunny
2026-06-17T11:42:46,2026-06-17T11:55:13,12,false,4,false,false,false,Sunny
2026-06-17T11:59:46,2026-06-17T12:14:50,15,true,2,false,false,false,Sunny
2026-06-17T13:35:14,2026-06-17T14:49:37,74,true,5,false,false,false,Sunny
2026-06-17T07:31:00,2026-06-17T13:11:19,340,true,1,false,false,false,Sunny
2026-06-17T13:19:27,2026-06-17T13:31:43,12,false,3,false,false,false,Sunny
2026-06-17T13:57:36,2026-06-17T15:14:20,76,true,3,false,false,false,Sunny
2026-06-17T07:32:00,2026-06-17T09:53:00,141,true,4,false,false,false,Sunny
2026-06-17T10:22:34,2026-06-17T10:25:49,3,false,2,false,false,false,Sunny
2026-06-17T10:54:35,2026-06-17T10:59:22,4,false,2,false,false,false,Sunny
2026-06-17T11:29:02,2026-06-17T11:48:15,19,false,3,false,false,false,Sunny
2026-06-17T12:06:39,2026-06-17T14:18:35,131,true,5,false,false,false,Sunny
2026-06-17T15:25:06,2026-06-17T15:28:04,2,false,2,false,false,false,Sunny
2026-06-17T09:12:35,2026-06-17T09:20:00,7,true,2,false,false,false,Sunny
2026-06-17T09:20:38,2026-06-17T09:30:00,9,false,2,false,false,false,Sunny
2026-06-17T10:26:55,2026-06-17T10:34:50,7,false,2,false,false,false,Sunny
2026-06-17T10:42:57,2026-06-17T10:54:25,11,false,4,false,false,false,Sunny
2026-06-17T11:33:59,2026-06-17T14:10:01,156,true,6,false,false,false,Sunny
2026-06-17T07:33:00,2026-06-17T07:44:00,11,true,3,false,false,false,Sunny
2026-06-17T10:33:21,2026-06-17T13:10:08,156,true,2,false,false,false,Sunny
2026-06-17T07:34:00,2026-06-17T08:44:00,70,true,3,false,false,false,Sunny
2026-06-17T10:15:05,2026-06-17T11:34:03,78,true,3,false,false,false,Sunny
2026-06-17T12:19:01,2026-06-17T12:59:27,40,true,2,false,false,false,Sunny
2026-06-17T13:06:13,2026-06-17T13:12:52,6,true,2,false,false,false,Sunny
2026-06-17T13:15:52,2026-06-17T13:35:23,19,false,3,false,false,false,Sunny
2026-06-17T13:49:49,2026-06-17T14:07:09,17,false,2,false,false,false,Sunny
2026-06-17T07:35:00,2026-06-17T08:45:00,70,true,3,false,false,false,Sunny
2026-06-17T12:01:28,2026-06-17T12:10:22,8,false,2,false,false,false,Sunny
2026-06-17T13:37:52,2026-06-17T13:57:23,19,true,5,false,false,false,Sunny
2026-06-17T14:02:33,2026-06-17T15:41:54,99,true,2,false,false,false,Sunny
2026-06-17T07:36:00,2026-06-17T10:55:11,199,true,1,false,false,false,Sunny
2026-06-17T11:32:39,2026-06-17T12:54:19,81,true,2,false,false,false,Sunny
2026-06-17T12:55:29,2026-06-17T14:12:12,76,true,2,false,false,false,Sunny
2026-06-17T07:37:00,2026-06-17T08:02:00,25,true,3,false,false,false,Sunny
2026-06-17T09:29:00,2026-06-17T09:40:00,11,false,2,false,false,false,Sunny
2026-06-17T10:02:58,2026-06-17T10:11:21,8,false,3,false,false,false,Sunny
2026-06-17T10:37:49,2026-06-17T10:43:16,5,false,2,false,false,false,Sunny
2026-06-17T11:12:17,2026-06-17T11:18:11,5,false,2,false,false,false,Sunny
2026-06-17T11:55:33,2026-06-17T15:13:05,197,true,2,false,false,false,Sunny
2026-06-17T07:38:00,2026-06-17T10:27:49,169,true,2,false,false,false,Sunny
2026-06-17T10:51:52,2026-06-17T11:03:51,11,false,2,false,false,false,Sunny
2026-06-17T11:23:47,2026-06-17T15:45:17,261,true,2,false,false,false,Sunny
2026-06-17T07:38:00,2026-06-17T07:52:00,14,true,2,false,false,false,Sunny
2026-06-17T09:28:00,2026-06-17T09:34:00,6,false,4,false,false,false,Sunny
2026-06-17T10:00:45,2026-06-17T10:04:34,3,true,2,false,false,false,Sunny
2026-06-17T10:58:40,2026-06-17T11:16:03,17,false,3,false,false,false,Sunny
2026-06-17T07:39:00,2026-06-17T12:09:39,270,true,2,false,false,false,Sunny
2026-06-17T07:42:00,2026-06-17T09:18:00,96,true,1,false,false,false,Sunny
2026-06-17T09:20:15,2026-06-17T12:05:33,165,true,2,false,false,false,Sunny
2026-06-17T12:17:28,2026-06-17T12:28:20,10,false,2,false,false,false,Sunny
2026-06-17T12:29:40,2026-06-17T12:49:57,20,true,4,false,false,false,Sunny
2026-06-17T13:12:42,2026-06-17T15:18:02,125,true,2,false,false,false,Sunny
2026-06-17T07:45:00,2026-06-17T08:52:00,67,true,2,false,false,false,Sunny
2026-06-17T10:31:52,2026-06-17T10:35:59,4,false,3,false,false,false,Sunny
2026-06-17T10:41:59,2026-06-17T10:52:22,10,false,2,false,false,false,Sunny
2026-06-17T07:45:00,2026-06-17T12:19:14,274,true,2,false,false,false,Sunny
2026-06-17T12:35:47,2026-06-17T13:32:11,56,true,2,false,false,false,Sunny
2026-06-17T14:17:26,2026-06-17T15:32:25,74,true,4,false,false,false,Sunny
2026-06-17T07:48:00,2026-06-17T10:52:51,184,true,2,false,false,false,Sunny
2026-06-17T11:36:12,2026-06-17T14:40:22,184,true,2,false,false,false,Sunny
2026-06-17T07:48:00,2026-06-17T12:53:49,305,true,2,false,false,false,Sunny
2026-06-17T13:14:37,2026-06-17T15:25:44,131,true,2,false,false,false,Sunny
2026-06-17T07:50:00,2026-06-17T12:00:05,250,true,4,false,false,false,Sunny
2026-06-17T12:27:53,2026-06-17T13:26:59,59,true,3,false,false,false,Sunny
2026-06-17T14:17:00,2026-06-17T14:21:22,4,false,2,false,false,false,Sunny
2026-06-17T14:59:03,2026-06-17T15:45:55,46,true,2,false,false,false,Sunny
2026-06-17T07:51:00,2026-06-17T12:57:06,306,true,2,false,false,false,Sunny
2026-06-17T07:52:00,2026-06-17T10:51:33,179,true,3,false,false,false,Sunny
2026-06-17T11:37:54,2026-06-17T11:46:37,8,false,4,false,false,false,Sunny
2026-06-17T07:52:00,2026-06-17T14:02:01,370,true,2,false,false,false,Sunny
2026-06-17T08:02:46,2026-06-17T10:19:11,136,true,2,false,false,false,Sunny
2026-06-17T11:09:23,2026-06-17T11:22:24,13,false,3,false,false,false,Sunny
2026-06-17T12:26:44,2026-06-17T12:37:27,10,false,2,false,false,false,Sunny
2026-06-17T12:45:07,2026-06-17T14:14:21,89,true,3,false,false,false,Sunny
2026-06-17T14:19:22,2026-06-17T14:26:32,7,false,2,false,false,false,Sunny
2026-06-17T08:02:57,2026-06-17T09:50:27,107,false,4,false,false,false,Sunny
2026-06-17T10:05:02,2026-06-17T10:15:20,10,false,3,false,false,false,Sunny
2026-06-17T10:16:05,2026-06-17T10:28:02,11,false,2,false,false,false,Sunny
2026-06-17T10:51:23,2026-06-17T10:57:59,6,false,3,false,false,false,Sunny
2026-06-17T11:26:13,2026-06-17T14:47:52,201,true,2,false,false,false,Sunny
2026-06-17T07:53:00,2026-06-17T09:56:00,123,true,4,false,false,false,Sunny
2026-06-17T10:25:46,2026-06-17T10:33:08,7,false,4,false,false,false,Sunny
2026-06-17T10:45:14,2026-06-17T14:35:25,230,true,3,false,false,false,Sunny
2026-06-17T07:53:00,2026-06-17T09:50:00,117,true,4,false,false,false,Sunny
2026-06-17T11:00:29,2026-06-17T11:21:16,20,false,2,false,false,false,Sunny
2026-06-17T12:23:47,2026-06-17T12:38:54,15,false,2,false,false,false,Sunny
2026-06-17T12:42:43,2026-06-17T15:08:56,146,true,1,false,false,false,Sunny
2026-06-17T07:53:00,2026-06-17T10:28:13,155,false,2,false,false,false,Sunny
2026-06-17T10:51:08,2026-06-17T15:36:11,285,true,2,false,false,false,Sunny
2026-06-17T07:54:00,2026-06-17T14:05:56,371,true,3,false,false,false,Sunny
2026-06-17T07:55:00,2026-06-17T13:12:42,317,true,3,false,false,false,Sunny
2026-06-17T13:16:16,2026-06-17T14:14:37,58,true,2,false,false,false,Sunny
2026-06-17T07:56:00,2026-06-17T13:15:12,319,true,3,false,false,false,Sunny
2026-06-17T07:57:00,2026-06-17T13:12:27,315,true,2,false,false,false,Sunny
2026-06-17T13:16:34,2026-06-17T15:27:20,130,true,2,false,false,false,Sunny
2026-06-17T07:58:15,2026-06-17T10:08:32,130,true,2,false,false,false,Sunny
2026-06-17T10:13:05,2026-06-17T10:21:36,8,false,2,false,false,false,Sunny
2026-06-17T11:06:29,2026-06-17T11:15:03,8,false,1,false,false,false,Sunny
2026-06-17T12:43:15,2026-06-17T12:52:49,9,false,2,false,false,false,Sunny
2026-06-17T13:13:04,2026-06-17T13:25:26,12,false,2,false,false,false,Sunny
2026-06-17T14:00:45,2026-06-17T14:07:35,6,false,2,false,false,false,Sunny
2026-06-17T07:58:32,2026-06-17T13:19:39,321,true,4,false,false,false,Sunny
2026-06-17T07:58:55,2026-06-17T09:25:00,86,true,3,false,false,false,Sunny
2026-06-17T10:24:40,2026-06-17T10:32:41,8,false,3,false,false,false,Sunny
2026-06-17T10:45:42,2026-06-17T13:56:16,190,false,2,false,false,false,Sunny
2026-06-17T08:01:31,2026-06-17T10:28:35,147,true,2,false,false,false,Sunny
2026-06-17T11:27:47,2026-06-17T13:48:26,140,true,5,false,false,false,Sunny
2026-06-17T08:01:48,2026-06-17T13:19:31,317,true,4,false,false,false,Sunny
2026-06-17T14:11:14,2026-06-17T14:58:03,46,true,4,false,false,false,Sunny
2026-06-17T08:03:18,2026-06-17T10:42:32,159,true,3,false,false,false,Sunny
2026-06-17T08:05:03,2026-06-17T10:05:41,120,false,2,false,false,false,Sunny
2026-06-17T10:56:30,2026-06-17T12:43:54,107,true,3,false,false,false,Sunny
2026-06-17T12:51:11,2026-06-17T15:27:40,156,true,1,false,false,false,Sunny
2026-06-17T08:06:02,2026-06-17T09:31:00,84,true,3,false,false,false,Sunny
2026-06-17T10:26:34,2026-06-17T10:36:19,9,false,4,false,false,false,Sunny
2026-06-17T10:41:44,2026-06-17T10:55:37,13,false,1,false,false,false,Sunny
2026-06-17T11:31:36,2026-06-17T14:21:08,169,true,5,false,false,false,Sunny
2026-06-17T15:23:26,2026-06-17T15:29:26,6,false,4,false,false,false,Sunny
2026-06-17T08:06:22,2026-06-17T11:35:54,209,true,1,false,false,false,Sunny
2026-06-17T12:16:55,2026-06-17T14:13:39,116,true,4,false,false,false,Sunny
2026-06-17T08:06:34,2026-06-17T13:23:58,317,true,2,false,false,false,Sunny
2026-06-17T14:06:20,2026-06-17T14:10:17,3,false,4,false,false,false,Sunny
2026-06-17T08:07:35,2026-06-17T08:41:00,33,true,3,false,false,false,Sunny
2026-06-17T11:24:16,2026-06-17T14:34:15,189,true,2,false,false,false,Sunny
2026-06-17T14:38:55,2026-06-17T15:29:20,50,true,2,false,false,false,Sunny
2026-06-17T08:07:59,2026-06-17T10:54:00,166,true,3,false,false,false,Sunny
2026-06-17T11:34:51,2026-06-17T12:42:38,67,true,2,false,false,false,Sunny
2026-06-17T12:51:23,2026-06-17T13:36:25,45,false,2,false,false,false,Sunny
2026-06-17T14:37:20,2026-06-17T14:47:37,10,false,2,false,false,false,Sunny
2026-06-17T08:08:36,2026-06-17T12:09:49,241,true,2,false,false,false,Sunny
2026-06-17T08:09:19,2026-06-17T10:22:15,132,true,2,false,false,false,Sunny
2026-06-17T11:05:30,2026-06-17T11:19:43,14,false,1,false,false,false,Sunny
2026-06-17T12:21:57,2026-06-17T12:38:37,16,false,4,false,false,false,Sunny
2026-06-17T12:54:42,2026-06-17T13:36:14,41,false,2,false,false,false,Sunny
2026-06-17T08:16:13,2026-06-17T08:44:00,27,true,2,false,false,false,Sunny
2026-06-17T11:44:01,2026-06-17T13:33:07,109,true,3,false,false,false,Sunny
2026-06-17T14:17:14,2026-06-17T14:21:50,4,false,2,false,false,false,Sunny
2026-06-17T14:31:49,2026-06-17T14:38:33,6,false,3,false,false,false,Sunny
2026-06-17T08:09:50,2026-06-17T11:00:48,170,true,2,false,false,false,Sunny
2026-06-17T11:25:28,2026-06-17T14:13:58,168,true,4,false,false,false,Sunny
2026-06-17T14:23:06,2026-06-17T14:26:07,3,false,5,false,false,false,Sunny
2026-06-17T08:10:24,2026-06-17T13:55:52,345,true,3,false,false,false,Sunny
2026-06-17T08:16:24,2026-06-17T11:50:01,213,true,2,false,false,false,Sunny
2026-06-17T12:04:36,2026-06-17T15:00:54,176,true,5,false,false,false,Sunny
2026-06-17T15:17:05,2026-06-17T15:51:33,34,true,2,false,false,false,Sunny
2026-06-17T08:15:13,2026-06-17T08:45:00,29,true,2,false,false,false,Sunny
2026-06-17T09:57:51,2026-06-17T10:07:00,9,false,2,false,false,false,Sunny
2026-06-17T10:20:33,2026-06-17T10:29:34,9,false,2,false,false,false,Sunny
2026-06-17T10:50:04,2026-06-17T10:55:11,5,false,2,false,false,false,Sunny
2026-06-17T11:26:36,2026-06-17T11:36:12,9,false,2,false,false,false,Sunny
2026-06-17T12:16:34,2026-06-17T15:13:30,176,true,2,false,false,false,Sunny
2026-06-17T08:12:07,2026-06-17T09:14:00,61,true,2,false,false,false,Sunny
2026-06-17T09:24:27,2026-06-17T09:32:00,7,false,2,false,false,false,Sunny
2026-06-17T09:58:48,2026-06-17T10:09:20,10,false,2,false,false,false,Sunny
2026-06-17T10:14:29,2026-06-17T10:21:52,7,false,1,false,false,false,Sunny
2026-06-17T11:06:21,2026-06-17T11:20:02,13,false,2,false,false,false,Sunny
2026-06-17T11:53:58,2026-06-17T12:00:26,6,false,2,false,false,false,Sunny
2026-06-17T12:24:49,2026-06-17T12:33:20,8,false,3,false,false,false,Sunny
2026-06-17T12:36:35,2026-06-17T14:32:29,115,true,4,false,false,false,Sunny
2026-06-17T14:53:11,2026-06-17T15:04:22,11,false,4,false,false,false,Sunny
2026-06-17T08:12:23,2026-06-17T11:15:48,183,true,3,false,false,false,Sunny
2026-06-17T12:29:18,2026-06-17T12:43:16,13,false,1,false,false,false,Sunny
2026-06-17T08:12:39,2026-06-17T10:08:45,116,true,2,false,false,false,Sunny
2026-06-17T10:12:23,2026-06-17T10:31:34,19,false,2,false,false,false,Sunny
2026-06-17T10:46:37,2026-06-17T10:53:34,6,false,4,false,false,false,Sunny
2026-06-17T08:14:06,2026-06-17T13:30:01,315,true,3,false,false,false,Sunny
2026-06-17T13:59:10,2026-06-17T15:30:19,91,true,2,false,false,false,Sunny
2026-06-17T08:14:29,2026-06-17T08:34:00,19,true,3,false,false,false,Sunny
2026-06-17T10:32:19,2026-06-17T12:56:53,144,true,2,false,false,false,Sunny
2026-06-17T13:04:34,2026-06-17T15:05:16,120,true,3,false,false,false,Sunny
2026-06-17T08:13:01,2026-06-17T13:29:41,316,true,6,false,false,false,Sunny
2026-06-17T08:09:04,2026-06-17T11:37:00,207,false,3,false,false,false,Sunny
2026-06-17T12:14:07,2026-06-17T12:32:18,18,false,5,false,false,false,Sunny
2026-06-17T12:39:30,2026-06-17T14:55:30,136,true,3,false,false,false,Sunny
2026-06-17T14:59:12,2026-06-17T15:35:42,36,true,2,false,false,false,Sunny
2026-06-17T08:08:21,2026-06-17T11:28:35,200,true,2,false,false,false,Sunny
2026-06-17T11:44:37,2026-06-17T11:56:46,12,false,3,false,false,false,Sunny
2026-06-17T11:59:07,2026-06-17T12:53:38,54,false,2,false,false,false,Sunny
2026-06-17T13:13:40,2026-06-17T13:36:09,22,false,4,false,false,false,Sunny
2026-06-17T08:17:10,2026-06-17T10:53:04,155,true,6,false,false,false,Sunny
2026-06-17T11:35:58,2026-06-17T13:46:38,130,true,1,false,false,false,Sunny
2026-06-17T08:19:15,2026-06-17T12:45:16,266,true,2,false,false,false,Sunny
2026-06-17T12:52:44,2026-06-17T13:10:45,18,false,2,false,false,false,Sunny
2026-06-17T13:21:06,2026-06-17T13:26:03,4,false,1,false,false,false,Sunny
2026-06-17T08:19:53,2026-06-17T10:47:37,147,true,2,false,false,false,Sunny
2026-06-17T11:39:28,2026-06-17T11:50:18,10,false,3,false,false,false,Sunny
2026-06-17T12:04:06,2026-06-17T12:19:40,15,false,4,false,false,false,Sunny
2026-06-17T08:20:06,2026-06-17T11:11:45,171,true,2,false,false,false,Sunny
2026-06-17T11:16:59,2026-06-17T11:21:48,4,false,2,false,false,false,Sunny
2026-06-17T12:26:01,2026-06-17T15:17:11,171,true,2,false,false,false,Sunny
2026-06-17T08:20:49,2026-06-17T10:50:14,149,true,2,false,false,false,Sunny
2026-06-17T11:39:03,2026-06-17T11:49:42,10,false,2,false,false,false,Sunny
2026-06-17T12:04:49,2026-06-17T15:32:41,207,true,2,false,false,false,Sunny
2026-06-17T08:21:01,2026-06-17T13:45:05,324,true,2,false,false,false,Sunny
2026-06-17T08:23:32,2026-06-17T11:07:30,163,true,2,false,false,false,Sunny
2026-06-17T11:18:40,2026-06-17T11:36:31,17,false,2,false,false,false,Sunny
2026-06-17T12:15:03,2026-06-17T12:19:27,4,false,2,false,false,false,Sunny
2026-06-17T08:23:44,2026-06-17T10:58:00,154,false,2,false,false,false,Sunny
2026-06-17T11:19:28,2026-06-17T11:24:23,4,false,2,false,false,false,Sunny
2026-06-17T15:32:40,2026-06-17T15:38:19,5,false,2,false,false,false,Sunny
2026-06-17T08:23:55,2026-06-17T11:08:23,164,true,2,false,false,false,Sunny
2026-06-17T11:20:22,2026-06-17T11:37:59,17,false,2,false,false,false,Sunny
2026-06-17T12:13:21,2026-06-17T14:27:09,133,true,2,false,false,false,Sunny
2026-06-17T08:24:40,2026-06-17T14:48:08,383,true,2,false,false,false,Sunny
